flyID,in:H,in:Typology,in:Conf,in:FlC,in:Str,in:Sides,in:MF,out:ApartmentCount,out:SocialCount,out:MidCount,out:FreeCount,out:SocialRatio,out:MidRatio,out:FreeRatio,out:TotalBVO,out:TotalGO,out:Efficiency,out:ParkingRequired,out:GroundFloorBVO,out:FSI,out:GSI,out:TotalPotentialRevenue,out:ResidentialPotentialRevenue,out:ParkingPotentialRevenue,out:TotalCost,out:ResidentialCost,out:ParkingCost,out:ProjectDevelopmentCost,out:UnforseenCost,out:ResidualValue
H60_TypologyI_ConfGalStep_FlCNo_StrNarrow_SidesNarrow_MFMid,60,I,GalStep,No,Narrow,Narrow,Mid,95,50,45,0,0.53,0.47,0,7187.4,6390.44,0.89,47,392.04,9.98,0.54,18.893,17.953,0.94,11.726,8.794,0.588,1.407,0.938,7.167
H60_TypologyI_ConfGalStep_FlCNo_StrNarrow_SidesNarrow_MFFree,60,I,GalStep,No,Narrow,Narrow,Free,95,50,45,0,0.53,0.47,0,7187.4,6390.44,0.89,47,392.04,9.98,0.54,18.893,17.953,0.94,11.726,8.794,0.588,1.407,0.938,7.167
H60_TypologyI_ConfGalStep_FlCNo_StrNarrow_SidesWide_MFMid,60,I,GalStep,No,Narrow,Wide,Mid,76,20,38,18,0.26,0.5,0.24,7187.4,6430.52,0.89,46,392.04,9.98,0.54,20.327,19.407,0.92,11.711,8.794,0.575,1.405,0.937,8.616
H60_TypologyI_ConfGalStep_FlCNo_StrNarrow_SidesWide_MFFree,60,I,GalStep,No,Narrow,Wide,Free,76,20,18,38,0.26,0.24,0.5,7187.4,6430.52,0.89,50,392.04,9.98,0.54,21.007,20.007,1,11.773,8.794,0.625,1.413,0.942,9.234
H60_TypologyI_ConfGalStep_FlCNo_StrNarrow_SidesMixed_MFMid,60,I,GalStep,No,Narrow,Mixed,Mid,76,30,37,9,0.39,0.49,0.12,6588.45,5873.65,0.89,42,359.37,9.15,0.5,17.725,16.885,0.84,10.549,7.914,0.525,1.266,0.844,7.176
H60_TypologyI_ConfGalStep_FlCNo_StrNarrow_SidesMixed_MFFree,60,I,GalStep,No,Narrow,Mixed,Free,76,30,27,19,0.39,0.36,0.25,6588.45,5873.65,0.89,44,359.37,9.15,0.5,18.065,17.185,0.88,10.58,7.914,0.55,1.27,0.846,7.484
H60_TypologyI_ConfGalStep_FlCNo_StrWide_SidesNarrow_MFMid,60,I,GalStep,No,Wide,Narrow,Mid,76,20,38,18,0.26,0.5,0.24,7187.4,6430.52,0.89,46,392.04,9.98,0.54,20.327,19.407,0.92,11.711,8.794,0.575,1.405,0.937,8.616
H60_TypologyI_ConfGalStep_FlCNo_StrWide_SidesNarrow_MFFree,60,I,GalStep,No,Wide,Narrow,Free,76,20,18,38,0.26,0.24,0.5,7187.4,6430.52,0.89,50,392.04,9.98,0.54,21.007,20.007,1,11.773,8.794,0.625,1.413,0.942,9.234
H60_TypologyI_ConfGalStep_FlCNo_StrWide_SidesWide_MFMid,60,I,GalStep,No,Wide,Wide,Mid,57,0,30,27,0,0.53,0.47,6588.45,5913.73,0.9,40,359.37,9.15,0.5,19.138,18.338,0.8,10.518,7.914,0.5,1.262,0.841,8.621
H60_TypologyI_ConfGalStep_FlCNo_StrWide_SidesWide_MFFree,60,I,GalStep,No,Wide,Wide,Free,57,0,0,57,0,0,1,6588.45,5913.73,0.9,46,359.37,9.15,0.5,20.158,19.238,0.92,10.612,7.914,0.575,1.273,0.849,9.547
H60_TypologyI_ConfGalStep_FlCNo_StrWide_SidesMixed_MFMid,60,I,GalStep,No,Wide,Mixed,Mid,57,10,29,18,0.18,0.51,0.32,5989.5,5356.85,0.89,36,326.7,8.32,0.45,16.536,15.816,0.72,9.356,7.035,0.45,1.123,0.748,7.18
H60_TypologyI_ConfGalStep_FlCNo_StrWide_SidesMixed_MFFree,60,I,GalStep,No,Wide,Mixed,Free,57,10,9,38,0.18,0.16,0.67,5989.5,5356.85,0.89,40,326.7,8.32,0.45,17.216,16.416,0.8,9.419,7.035,0.5,1.13,0.753,7.798
H60_TypologyI_ConfGalStep_FlCNo_StrMix_SidesNarrow_MFMid,60,I,GalStep,No,Mix,Narrow,Mid,76,30,37,9,0.39,0.49,0.12,6588.45,5873.65,0.89,42,359.37,9.15,0.5,17.725,16.885,0.84,10.549,7.914,0.525,1.266,0.844,7.176
H60_TypologyI_ConfGalStep_FlCNo_StrMix_SidesNarrow_MFFree,60,I,GalStep,No,Mix,Narrow,Free,76,30,27,19,0.39,0.36,0.25,6588.45,5873.65,0.89,44,359.37,9.15,0.5,18.065,17.185,0.88,10.58,7.914,0.55,1.27,0.846,7.484
H60_TypologyI_ConfGalStep_FlCNo_StrMix_SidesWide_MFMid,60,I,GalStep,No,Mix,Wide,Mid,57,0,30,27,0,0.53,0.47,6588.45,5913.73,0.9,40,359.37,9.15,0.5,19.138,18.338,0.8,10.518,7.914,0.5,1.262,0.841,8.621
H60_TypologyI_ConfGalStep_FlCNo_StrMix_SidesWide_MFFree,60,I,GalStep,No,Mix,Wide,Free,57,0,0,57,0,0,1,6588.45,5913.73,0.9,46,359.37,9.15,0.5,20.158,19.238,0.92,10.612,7.914,0.575,1.273,0.849,9.547
H60_TypologyI_ConfGalStep_FlCNo_StrMix_SidesMixed_MFMid,60,I,GalStep,No,Mix,Mixed,Mid,76,20,38,18,0.26,0.5,0.24,7187.4,6430.52,0.89,46,392.04,9.98,0.54,20.327,19.407,0.92,11.711,8.794,0.575,1.405,0.937,8.616
H60_TypologyI_ConfGalStep_FlCNo_StrMix_SidesMixed_MFFree,60,I,GalStep,No,Mix,Mixed,Free,76,20,18,38,0.26,0.24,0.5,7187.4,6430.52,0.89,50,392.04,9.98,0.54,21.007,20.007,1,11.773,8.794,0.625,1.413,0.942,9.234
H60_TypologyI_ConfGalZig_FlCYes_StrNarrow_SidesNarrow_MFMid,60,I,GalZig,Yes,Narrow,Narrow,Mid,95,50,45,0,0.53,0.47,0,7187.4,6390.44,0.89,47,392.04,9.98,0.54,18.893,17.953,0.94,11.726,8.794,0.588,1.407,0.938,7.167
H60_TypologyI_ConfGalZig_FlCYes_StrNarrow_SidesNarrow_MFFree,60,I,GalZig,Yes,Narrow,Narrow,Free,95,50,45,0,0.53,0.47,0,7187.4,6390.44,0.89,47,392.04,9.98,0.54,18.893,17.953,0.94,11.726,8.794,0.588,1.407,0.938,7.167
H60_TypologyI_ConfGalZig_FlCYes_StrNarrow_SidesWide_MFMid,60,I,GalZig,Yes,Narrow,Wide,Mid,76,20,38,18,0.26,0.5,0.24,7187.4,6430.52,0.89,46,392.04,9.98,0.54,20.327,19.407,0.92,11.711,8.794,0.575,1.405,0.937,8.616
H60_TypologyI_ConfGalZig_FlCYes_StrNarrow_SidesWide_MFFree,60,I,GalZig,Yes,Narrow,Wide,Free,76,20,18,38,0.26,0.24,0.5,7187.4,6430.52,0.89,50,392.04,9.98,0.54,21.007,20.007,1,11.773,8.794,0.625,1.413,0.942,9.234
H60_TypologyI_ConfGalZig_FlCYes_StrNarrow_SidesMixed_MFMid,60,I,GalZig,Yes,Narrow,Mixed,Mid,76,30,37,9,0.39,0.49,0.12,6588.45,5873.65,0.89,42,359.37,9.15,0.5,17.725,16.885,0.84,10.549,7.914,0.525,1.266,0.844,7.176
H60_TypologyI_ConfGalZig_FlCYes_StrNarrow_SidesMixed_MFFree,60,I,GalZig,Yes,Narrow,Mixed,Free,76,30,27,19,0.39,0.36,0.25,6588.45,5873.65,0.89,44,359.37,9.15,0.5,18.065,17.185,0.88,10.58,7.914,0.55,1.27,0.846,7.484
H60_TypologyI_ConfGalZig_FlCYes_StrWide_SidesNarrow_MFMid,60,I,GalZig,Yes,Wide,Narrow,Mid,76,20,38,18,0.26,0.5,0.24,7187.4,6430.52,0.89,46,392.04,9.98,0.54,20.327,19.407,0.92,11.711,8.794,0.575,1.405,0.937,8.616
H60_TypologyI_ConfGalZig_FlCYes_StrWide_SidesNarrow_MFFree,60,I,GalZig,Yes,Wide,Narrow,Free,76,20,18,38,0.26,0.24,0.5,7187.4,6430.52,0.89,50,392.04,9.98,0.54,21.007,20.007,1,11.773,8.794,0.625,1.413,0.942,9.234
H60_TypologyI_ConfGalZig_FlCYes_StrWide_SidesWide_MFMid,60,I,GalZig,Yes,Wide,Wide,Mid,57,0,30,27,0,0.53,0.47,6588.45,5913.73,0.9,40,359.37,9.15,0.5,19.138,18.338,0.8,10.518,7.914,0.5,1.262,0.841,8.621
H60_TypologyI_ConfGalZig_FlCYes_StrWide_SidesWide_MFFree,60,I,GalZig,Yes,Wide,Wide,Free,57,0,0,57,0,0,1,6588.45,5913.73,0.9,46,359.37,9.15,0.5,20.158,19.238,0.92,10.612,7.914,0.575,1.273,0.849,9.547
H60_TypologyI_ConfGalZig_FlCYes_StrWide_SidesMixed_MFMid,60,I,GalZig,Yes,Wide,Mixed,Mid,57,10,29,18,0.18,0.51,0.32,5989.5,5356.85,0.89,36,326.7,8.32,0.45,16.536,15.816,0.72,9.356,7.035,0.45,1.123,0.748,7.18
H60_TypologyI_ConfGalZig_FlCYes_StrWide_SidesMixed_MFFree,60,I,GalZig,Yes,Wide,Mixed,Free,57,10,9,38,0.18,0.16,0.67,5989.5,5356.85,0.89,40,326.7,8.32,0.45,17.216,16.416,0.8,9.419,7.035,0.5,1.13,0.753,7.798
H60_TypologyI_ConfGalZig_FlCYes_StrMix_SidesNarrow_MFMid,60,I,GalZig,Yes,Mix,Narrow,Mid,76,30,37,9,0.39,0.49,0.12,6588.45,5873.65,0.89,42,359.37,9.15,0.5,17.725,16.885,0.84,10.549,7.914,0.525,1.266,0.844,7.176
H60_TypologyI_ConfGalZig_FlCYes_StrMix_SidesNarrow_MFFree,60,I,GalZig,Yes,Mix,Narrow,Free,76,30,27,19,0.39,0.36,0.25,6588.45,5873.65,0.89,44,359.37,9.15,0.5,18.065,17.185,0.88,10.58,7.914,0.55,1.27,0.846,7.484
H60_TypologyI_ConfGalZig_FlCYes_StrMix_SidesWide_MFMid,60,I,GalZig,Yes,Mix,Wide,Mid,57,0,30,27,0,0.53,0.47,6588.45,5913.73,0.9,40,359.37,9.15,0.5,19.138,18.338,0.8,10.518,7.914,0.5,1.262,0.841,8.621
H60_TypologyI_ConfGalZig_FlCYes_StrMix_SidesWide_MFFree,60,I,GalZig,Yes,Mix,Wide,Free,57,0,0,57,0,0,1,6588.45,5913.73,0.9,46,359.37,9.15,0.5,20.158,19.238,0.92,10.612,7.914,0.575,1.273,0.849,9.547
H60_TypologyI_ConfGalZig_FlCYes_StrMix_SidesMixed_MFMid,60,I,GalZig,Yes,Mix,Mixed,Mid,76,20,38,18,0.26,0.5,0.24,7187.4,6430.52,0.89,46,392.04,9.98,0.54,20.327,19.407,0.92,11.711,8.794,0.575,1.405,0.937,8.616
H60_TypologyI_ConfGalZig_FlCYes_StrMix_SidesMixed_MFFree,60,I,GalZig,Yes,Mix,Mixed,Free,76,20,18,38,0.26,0.24,0.5,7187.4,6430.52,0.89,50,392.04,9.98,0.54,21.007,20.007,1,11.773,8.794,0.625,1.413,0.942,9.234
H60_TypologyI_ConfGalZig_FlCNo_StrNarrow_SidesNarrow_MFMid,60,I,GalZig,No,Narrow,Narrow,Mid,95,50,45,0,0.53,0.47,0,7187.4,6390.44,0.89,47,392.04,9.98,0.54,18.893,17.953,0.94,11.726,8.794,0.588,1.407,0.938,7.167
H60_TypologyI_ConfGalZig_FlCNo_StrNarrow_SidesNarrow_MFFree,60,I,GalZig,No,Narrow,Narrow,Free,95,50,45,0,0.53,0.47,0,7187.4,6390.44,0.89,47,392.04,9.98,0.54,18.893,17.953,0.94,11.726,8.794,0.588,1.407,0.938,7.167
H60_TypologyI_ConfGalZig_FlCNo_StrNarrow_SidesWide_MFMid,60,I,GalZig,No,Narrow,Wide,Mid,76,20,38,18,0.26,0.5,0.24,7187.4,6430.52,0.89,46,392.04,9.98,0.54,20.327,19.407,0.92,11.711,8.794,0.575,1.405,0.937,8.616
H60_TypologyI_ConfGalZig_FlCNo_StrNarrow_SidesWide_MFFree,60,I,GalZig,No,Narrow,Wide,Free,76,20,18,38,0.26,0.24,0.5,7187.4,6430.52,0.89,50,392.04,9.98,0.54,21.007,20.007,1,11.773,8.794,0.625,1.413,0.942,9.234
H60_TypologyI_ConfGalZig_FlCNo_StrNarrow_SidesMixed_MFMid,60,I,GalZig,No,Narrow,Mixed,Mid,76,30,37,9,0.39,0.49,0.12,6588.45,5873.65,0.89,42,359.37,9.15,0.5,17.725,16.885,0.84,10.549,7.914,0.525,1.266,0.844,7.176
H60_TypologyI_ConfGalZig_FlCNo_StrNarrow_SidesMixed_MFFree,60,I,GalZig,No,Narrow,Mixed,Free,76,30,27,19,0.39,0.36,0.25,6588.45,5873.65,0.89,44,359.37,9.15,0.5,18.065,17.185,0.88,10.58,7.914,0.55,1.27,0.846,7.484
H60_TypologyI_ConfGalZig_FlCNo_StrWide_SidesNarrow_MFMid,60,I,GalZig,No,Wide,Narrow,Mid,76,20,38,18,0.26,0.5,0.24,7187.4,6430.52,0.89,46,392.04,9.98,0.54,20.327,19.407,0.92,11.711,8.794,0.575,1.405,0.937,8.616
H60_TypologyI_ConfGalZig_FlCNo_StrWide_SidesNarrow_MFFree,60,I,GalZig,No,Wide,Narrow,Free,76,20,18,38,0.26,0.24,0.5,7187.4,6430.52,0.89,50,392.04,9.98,0.54,21.007,20.007,1,11.773,8.794,0.625,1.413,0.942,9.234
H60_TypologyI_ConfGalZig_FlCNo_StrWide_SidesWide_MFMid,60,I,GalZig,No,Wide,Wide,Mid,57,0,30,27,0,0.53,0.47,6588.45,5913.73,0.9,40,359.37,9.15,0.5,19.138,18.338,0.8,10.518,7.914,0.5,1.262,0.841,8.621
H60_TypologyI_ConfGalZig_FlCNo_StrWide_SidesWide_MFFree,60,I,GalZig,No,Wide,Wide,Free,57,0,0,57,0,0,1,6588.45,5913.73,0.9,46,359.37,9.15,0.5,20.158,19.238,0.92,10.612,7.914,0.575,1.273,0.849,9.547
H60_TypologyI_ConfGalZig_FlCNo_StrWide_SidesMixed_MFMid,60,I,GalZig,No,Wide,Mixed,Mid,57,10,29,18,0.18,0.51,0.32,5989.5,5356.85,0.89,36,326.7,8.32,0.45,16.536,15.816,0.72,9.356,7.035,0.45,1.123,0.748,7.18
H60_TypologyI_ConfGalZig_FlCNo_StrWide_SidesMixed_MFFree,60,I,GalZig,No,Wide,Mixed,Free,57,10,9,38,0.18,0.16,0.67,5989.5,5356.85,0.89,40,326.7,8.32,0.45,17.216,16.416,0.8,9.419,7.035,0.5,1.13,0.753,7.798
H60_TypologyI_ConfGalZig_FlCNo_StrMix_SidesNarrow_MFMid,60,I,GalZig,No,Mix,Narrow,Mid,76,30,37,9,0.39,0.49,0.12,6588.45,5873.65,0.89,42,359.37,9.15,0.5,17.725,16.885,0.84,10.549,7.914,0.525,1.266,0.844,7.176
H60_TypologyI_ConfGalZig_FlCNo_StrMix_SidesNarrow_MFFree,60,I,GalZig,No,Mix,Narrow,Free,76,30,27,19,0.39,0.36,0.25,6588.45,5873.65,0.89,44,359.37,9.15,0.5,18.065,17.185,0.88,10.58,7.914,0.55,1.27,0.846,7.484
H60_TypologyI_ConfGalZig_FlCNo_StrMix_SidesWide_MFMid,60,I,GalZig,No,Mix,Wide,Mid,57,0,30,27,0,0.53,0.47,6588.45,5913.73,0.9,40,359.37,9.15,0.5,19.138,18.338,0.8,10.518,7.914,0.5,1.262,0.841,8.621
H60_TypologyI_ConfGalZig_FlCNo_StrMix_SidesWide_MFFree,60,I,GalZig,No,Mix,Wide,Free,57,0,0,57,0,0,1,6588.45,5913.73,0.9,46,359.37,9.15,0.5,20.158,19.238,0.92,10.612,7.914,0.575,1.273,0.849,9.547
H60_TypologyI_ConfGalZig_FlCNo_StrMix_SidesMixed_MFMid,60,I,GalZig,No,Mix,Mixed,Mid,76,20,38,18,0.26,0.5,0.24,7187.4,6430.52,0.89,46,392.04,9.98,0.54,20.327,19.407,0.92,11.711,8.794,0.575,1.405,0.937,8.616
H60_TypologyI_ConfGalZig_FlCNo_StrMix_SidesMixed_MFFree,60,I,GalZig,No,Mix,Mixed,Free,76,20,18,38,0.26,0.24,0.5,7187.4,6430.52,0.89,50,392.04,9.98,0.54,21.007,20.007,1,11.773,8.794,0.625,1.413,0.942,9.234
H60_TypologyH_ConfL_FlCYes_StrNarrow_SidesNarrow_MFMid,60,H,L,Yes,Narrow,Narrow,Mid,152,76,38,38,0.5,0.25,0.25,11503.8,10395.22,0.9,84,575.19,15.98,0.8,36.57,34.89,1.68,21.46,16.118,1.05,2.575,1.717,15.11
H60_TypologyH_ConfL_FlCYes_StrNarrow_SidesNarrow_MFFree,60,H,L,Yes,Narrow,Narrow,Free,152,76,38,38,0.5,0.25,0.25,11503.8,10395.22,0.9,84,575.19,15.98,0.8,36.57,34.89,1.68,21.46,16.118,1.05,2.575,1.717,15.11
H60_TypologyH_ConfL_FlCYes_StrNarrow_SidesWide_MFMid,60,H,L,Yes,Narrow,Wide,Mid,152,0,114,38,0,0.75,0.25,12375,11227.48,0.91,99,618.75,17.19,0.86,41.922,39.942,1.98,23.66,17.691,1.238,2.839,1.893,18.261
H60_TypologyH_ConfL_FlCYes_StrNarrow_SidesWide_MFFree,60,H,L,Yes,Narrow,Wide,Free,152,0,114,38,0,0.75,0.25,12375,11227.48,0.91,99,618.75,17.19,0.86,41.922,39.942,1.98,23.66,17.691,1.238,2.839,1.893,18.261
H60_TypologyH_ConfL_FlCYes_StrNarrow_SidesMixed_MFMid,60,H,L,Yes,Narrow,Mixed,Mid,152,38,76,38,0.25,0.5,0.25,11939.4,10811.35,0.91,92,596.97,16.58,0.83,39.256,37.416,1.84,22.568,16.905,1.15,2.708,1.805,16.688
H60_TypologyH_ConfL_FlCYes_StrNarrow_SidesMixed_MFFree,60,H,L,Yes,Narrow,Mixed,Free,152,38,76,38,0.25,0.5,0.25,11939.4,10811.35,0.91,92,596.97,16.58,0.83,39.256,37.416,1.84,22.568,16.905,1.15,2.708,1.805,16.688
H60_TypologyH_ConfL_FlCYes_StrWide_SidesNarrow_MFMid,60,H,L,Yes,Wide,Narrow,Mid,133,0,95,38,0,0.71,0.29,11622.6,10547.89,0.91,88,581.13,16.14,0.81,39.196,37.436,1.76,22.014,16.511,1.1,2.642,1.761,17.181
H60_TypologyH_ConfL_FlCYes_StrWide_SidesNarrow_MFFree,60,H,L,Yes,Wide,Narrow,Free,133,0,57,76,0,0.43,0.57,11622.6,10547.89,0.91,95,581.13,16.14,0.81,40.476,38.576,1.9,22.124,16.511,1.188,2.655,1.77,18.352
H60_TypologyH_ConfL_FlCYes_StrWide_SidesWide_MFMid,60,H,L,Yes,Wide,Wide,Mid,114,0,38,76,0,0.33,0.67,11078.1,10092.31,0.91,84,553.9,15.39,0.77,39.01,37.33,1.68,20.969,15.725,1.05,2.516,1.678,18.041
H60_TypologyH_ConfL_FlCYes_StrWide_SidesWide_MFFree,60,H,L,Yes,Wide,Wide,Free,114,0,38,76,0,0.33,0.67,11078.1,10092.31,0.91,84,553.9,15.39,0.77,39.01,37.33,1.68,20.969,15.725,1.05,2.516,1.678,18.041
H60_TypologyH_ConfL_FlCYes_StrWide_SidesMixed_MFMid,60,H,L,Yes,Wide,Mixed,Mid,114,0,57,57,0,0.5,0.5,10751.4,9775.68,0.91,80,537.57,14.93,0.75,36.855,35.255,1.6,20.169,15.135,1,2.42,1.614,16.686
H60_TypologyH_ConfL_FlCYes_StrWide_SidesMixed_MFFree,60,H,L,Yes,Wide,Mixed,Free,114,0,38,76,0,0.33,0.67,10751.4,9775.68,0.91,84,537.57,14.93,0.75,37.505,35.825,1.68,20.232,15.135,1.05,2.428,1.619,17.273
H60_TypologyH_ConfL_FlCYes_StrMix_SidesNarrow_MFMid,60,H,L,Yes,Mix,Narrow,Mid,171,38,95,38,0.22,0.56,0.22,13780.8,12491.06,0.91,103,689.04,19.14,0.96,45.481,43.421,2.06,26.18,19.656,1.288,3.142,2.094,19.301
H60_TypologyH_ConfL_FlCYes_StrMix_SidesNarrow_MFFree,60,H,L,Yes,Mix,Narrow,Free,171,38,57,76,0.22,0.33,0.44,13780.8,12491.06,0.91,111,689.04,19.14,0.96,46.781,44.561,2.22,26.305,19.656,1.388,3.157,2.104,20.476
H60_TypologyH_ConfL_FlCYes_StrMix_SidesWide_MFMid,60,H,L,Yes,Mix,Wide,Mid,152,0,76,76,0,0.5,0.5,13671.9,12452.27,0.91,107,683.59,18.99,0.95,47.981,45.841,2.14,26.242,19.656,1.338,3.149,2.099,21.738
H60_TypologyH_ConfL_FlCYes_StrMix_SidesWide_MFFree,60,H,L,Yes,Mix,Wide,Free,152,0,76,76,0,0.5,0.5,13671.9,12452.27,0.91,107,683.59,18.99,0.95,47.981,45.841,2.14,26.242,19.656,1.338,3.149,2.099,21.738
H60_TypologyH_ConfL_FlCYes_StrMix_SidesMixed_MFMid,60,H,L,Yes,Mix,Mixed,Mid,152,19,76,57,0.12,0.5,0.38,13127.4,11927.24,0.91,99,656.37,18.23,0.91,44.483,42.503,1.98,24.889,18.674,1.238,2.987,1.991,19.594
H60_TypologyH_ConfL_FlCYes_StrMix_SidesMixed_MFFree,60,H,L,Yes,Mix,Mixed,Free,152,19,57,76,0.12,0.38,0.5,13127.4,11927.24,0.91,103,656.37,18.23,0.91,45.133,43.073,2.06,24.951,18.674,1.288,2.994,1.996,20.181
H60_TypologyH_ConfL_FlCNo_StrNarrow_SidesNarrow_MFMid,60,H,L,No,Narrow,Narrow,Mid,152,76,38,38,0.5,0.25,0.25,11503.8,10395.22,0.9,84,575.19,15.98,0.8,36.57,34.89,1.68,21.46,16.118,1.05,2.575,1.717,15.11
H60_TypologyH_ConfL_FlCNo_StrNarrow_SidesNarrow_MFFree,60,H,L,No,Narrow,Narrow,Free,152,76,38,38,0.5,0.25,0.25,11503.8,10395.22,0.9,84,575.19,15.98,0.8,36.57,34.89,1.68,21.46,16.118,1.05,2.575,1.717,15.11
H60_TypologyH_ConfL_FlCNo_StrNarrow_SidesWide_MFMid,60,H,L,No,Narrow,Wide,Mid,152,0,114,38,0,0.75,0.25,12375,11227.48,0.91,99,618.75,17.19,0.86,41.922,39.942,1.98,23.66,17.691,1.238,2.839,1.893,18.261
H60_TypologyH_ConfL_FlCNo_StrNarrow_SidesWide_MFFree,60,H,L,No,Narrow,Wide,Free,152,0,114,38,0,0.75,0.25,12375,11227.48,0.91,99,618.75,17.19,0.86,41.922,39.942,1.98,23.66,17.691,1.238,2.839,1.893,18.261
H60_TypologyH_ConfL_FlCNo_StrNarrow_SidesMixed_MFMid,60,H,L,No,Narrow,Mixed,Mid,152,38,76,38,0.25,0.5,0.25,11939.4,10811.35,0.91,92,596.97,16.58,0.83,39.256,37.416,1.84,22.568,16.905,1.15,2.708,1.805,16.688
H60_TypologyH_ConfL_FlCNo_StrNarrow_SidesMixed_MFFree,60,H,L,No,Narrow,Mixed,Free,152,38,76,38,0.25,0.5,0.25,11939.4,10811.35,0.91,92,596.97,16.58,0.83,39.256,37.416,1.84,22.568,16.905,1.15,2.708,1.805,16.688
H60_TypologyH_ConfL_FlCNo_StrWide_SidesNarrow_MFMid,60,H,L,No,Wide,Narrow,Mid,133,0,95,38,0,0.71,0.29,11622.6,10547.89,0.91,88,581.13,16.14,0.81,39.196,37.436,1.76,22.014,16.511,1.1,2.642,1.761,17.181
H60_TypologyH_ConfL_FlCNo_StrWide_SidesNarrow_MFFree,60,H,L,No,Wide,Narrow,Free,133,0,57,76,0,0.43,0.57,11622.6,10547.89,0.91,95,581.13,16.14,0.81,40.476,38.576,1.9,22.124,16.511,1.188,2.655,1.77,18.352
H60_TypologyH_ConfL_FlCNo_StrWide_SidesWide_MFMid,60,H,L,No,Wide,Wide,Mid,114,0,38,76,0,0.33,0.67,11078.1,10092.31,0.91,84,553.9,15.39,0.77,39.01,37.33,1.68,20.969,15.725,1.05,2.516,1.678,18.041
H60_TypologyH_ConfL_FlCNo_StrWide_SidesWide_MFFree,60,H,L,No,Wide,Wide,Free,114,0,38,76,0,0.33,0.67,11078.1,10092.31,0.91,84,553.9,15.39,0.77,39.01,37.33,1.68,20.969,15.725,1.05,2.516,1.678,18.041
H60_TypologyH_ConfL_FlCNo_StrWide_SidesMixed_MFMid,60,H,L,No,Wide,Mixed,Mid,114,0,57,57,0,0.5,0.5,10751.4,9775.68,0.91,80,537.57,14.93,0.75,36.855,35.255,1.6,20.169,15.135,1,2.42,1.614,16.686
H60_TypologyH_ConfL_FlCNo_StrWide_SidesMixed_MFFree,60,H,L,No,Wide,Mixed,Free,114,0,38,76,0,0.33,0.67,10751.4,9775.68,0.91,84,537.57,14.93,0.75,37.505,35.825,1.68,20.232,15.135,1.05,2.428,1.619,17.273
H60_TypologyH_ConfL_FlCNo_StrMix_SidesNarrow_MFMid,60,H,L,No,Mix,Narrow,Mid,171,38,95,38,0.22,0.56,0.22,13780.8,12491.06,0.91,103,689.04,19.14,0.96,45.481,43.421,2.06,26.18,19.656,1.288,3.142,2.094,19.301
H60_TypologyH_ConfL_FlCNo_StrMix_SidesNarrow_MFFree,60,H,L,No,Mix,Narrow,Free,171,38,57,76,0.22,0.33,0.44,13780.8,12491.06,0.91,111,689.04,19.14,0.96,46.781,44.561,2.22,26.305,19.656,1.388,3.157,2.104,20.476
H60_TypologyH_ConfL_FlCNo_StrMix_SidesWide_MFMid,60,H,L,No,Mix,Wide,Mid,152,0,76,76,0,0.5,0.5,13671.9,12452.27,0.91,107,683.59,18.99,0.95,47.981,45.841,2.14,26.242,19.656,1.338,3.149,2.099,21.738
H60_TypologyH_ConfL_FlCNo_StrMix_SidesWide_MFFree,60,H,L,No,Mix,Wide,Free,152,0,76,76,0,0.5,0.5,13671.9,12452.27,0.91,107,683.59,18.99,0.95,47.981,45.841,2.14,26.242,19.656,1.338,3.149,2.099,21.738
H60_TypologyH_ConfL_FlCNo_StrMix_SidesMixed_MFMid,60,H,L,No,Mix,Mixed,Mid,152,19,76,57,0.12,0.5,0.38,13127.4,11927.24,0.91,99,656.37,18.23,0.91,44.483,42.503,1.98,24.889,18.674,1.238,2.987,1.991,19.594
H60_TypologyH_ConfL_FlCNo_StrMix_SidesMixed_MFFree,60,H,L,No,Mix,Mixed,Free,152,19,57,76,0.12,0.38,0.5,13127.4,11927.24,0.91,103,656.37,18.23,0.91,45.133,43.073,2.06,24.951,18.674,1.288,2.994,1.996,20.181
H60_TypologyH_ConfS_FlCYes_StrNarrow_SidesNarrow_MFMid,60,H,S,Yes,Narrow,Narrow,Mid,152,114,38,0,0.75,0.25,0,10197,9146.17,0.9,69,509.85,14.16,0.71,29.595,28.215,1.38,18.769,14.153,0.862,2.252,1.502,10.826
H60_TypologyH_ConfS_FlCYes_StrNarrow_SidesNarrow_MFFree,60,H,S,Yes,Narrow,Narrow,Free,152,114,0,38,0.75,0,0.25,10197,9146.17,0.9,76,509.85,14.16,0.71,30.875,29.355,1.52,18.878,14.153,0.95,2.265,1.51,11.997
H60_TypologyH_ConfS_FlCYes_StrNarrow_SidesWide_MFMid,60,H,S,Yes,Narrow,Wide,Mid,152,38,114,0,0.25,0.75,0,11068.2,9978.43,0.9,84,553.41,15.37,0.77,34.946,33.266,1.68,20.969,15.725,1.05,2.516,1.678,13.977
H60_TypologyH_ConfS_FlCYes_StrNarrow_SidesWide_MFFree,60,H,S,Yes,Narrow,Wide,Free,152,38,76,38,0.25,0.5,0.25,11068.2,9978.43,0.9,92,553.41,15.37,0.77,36.246,34.406,1.84,21.094,15.725,1.15,2.531,1.688,15.152
